838, SketchUp,11-Apr-20,YOUTUBE,SOLIDOS SketchUp | por qué no siempre funcionan? | Sirve el Solid Inspector?,"Hay 5 motivos por los cuales tus objetos no son sólidos y no podés hacer uniones y substracciones en SketchUp. Hoy te cuento cuales son, como detectarlos y como solucionarlos. Además, después del tutorial, te hablo acerca del uso del software en el diseño arquitectónico en la Facultad de Arquitectura.",https://www.youtube.com/watch?v=ij1Kby2_Efg&ab_channel=arqMANES,26:02
839,Lumion ,14-Apr-20,YOUTUBE,LUMION 10 Tutorial | en español,"Si sos estudiante de arquitectura y conoces poco o nada de Lumion quedate hasta el final de este video que te voy a enseñar en poco más de media hora a hacer renders para tus entregas a partir de tu modelo 3D. Si estás con poco tiempo este video es para vos! Lumion es un software impresionante que a partir de un modelo 3D generado en otro software, puede hacer renders, recorridos virtuales y panoramas con una calidad bastante mas que aceptable para un render de una entrega de la facultad, pero por sobre todas las cosas, con muy poco tiempo de trabajo.",https://www.youtube.com/watch?v=L1IfnWS24ko&ab_channel=arqMANES,40:13
840,Dibujo técnico,18-Apr-20,YOUTUBE,Dibujo Tecnico ARQUITECTONICO | Dibujar Plantas Vistas y Cortes en ARQUITECTURA | Planos,"Entraste a la facultad y no entendes nada de dibujo técnico?, te hablan de espesores, grosores, calidades, plantas, vistas, cortes proyecciones, y para vos es chino básico…? quedate que en un ratito te lo explico muy facil y de una manera novedosa. Te puedo asegurar que lo vas a entender. Y si crees que lo sabes, quedate lo mismo, que en una de esas te sorprendo con algo que no sabias...",https://www.youtube.com/watch?v=U1cCesRKbfo&t=181s,25:15
841,Revit,22-Apr-20,YOUTUBE,Como usar REVIT | Tutorial Español | Modelar Casa Citrohan | Nivel Inicial para Principiantes 2021,"Aunque no sepas nada de Revit, en menos de una hora te enseño a modelar la planta baja de la Casa Citrohan de Le Corbusier de una manera fácil y sencilla, para que este sea el punto de partida de tu relación con el BIM. ",https://www.youtube.com/watch?v=njy6im0cQCw&t=4s&ab_channel=arqMANES,57:15
842,Autocad  SketchUp,28-Apr-20,YOUTUBE,EXPORTAR de SketchUp a AutoCad | Plantas Vistas Cortes Secciones Alzados Fachadas Planos 2D,"Si estudias arquitectura tenés que ver este video. En menos de media hora te doy una clase completa y muy facil de entender, para que puedas exportar toda tu entrega a AutoCad desde un archivo de Sketchup. Si tus cad te salen fuera de escala, te faltan líneas, no se traducen tus layers, tu dibujo no está completo, tu dibujo trae miles de lineas que tenes que andar borrando y limpiando, o una linea recta te la trae dividida en cientos de lineas pequeñitas, y demas, quedate hasta el final, porque te voy a explicar como aprovechar al máximo tu modelo 3D para hacer que tus piezas gráficas 2D sean mas y mucho mejores en el menor tiempo posible y que puedas solucionar todos los problemas que te mencioné. En próximos videos te voy explicar como exportar tus layers de sketchup a Autocad para que tengas mayor control de tu dibujo, e incluso te voy a enseñar a exportar las sombras a Autocad, pero nada de eso es posible si no aprendes todo lo que tengo para mostrarte en este video. ",https://www.youtube.com/watch?v=Y0QBendaN-w&t=18s&ab_channel=arqMANES,36:18
843,Revit,2-May-20,YOUTUBE,"Muro Cortina REVIT | como hacer, crear, editar, modificar, puerta, ventana, rejilla, etc.","Hoy te voy a enseñar todo acerca del muro cortina, o courtain wall dentro de Revit, con lo cual no solo vas a poder hacer grandes fachadas de vidrio, sino que te voy a enseñar a usar esta herramienta para crear otros tipos de fachadas integrales muy rápidamente, e inclusive es tan versatil esta herramienta, que la vamos a usar para hacer ademas ventanas, parasoles, rejas, barandas, etc. Solo es cuestión de combinar los elementos dentro del sistema y ya tenes tus familias de courtain wall para aplicarlas en cada proyecto que estés desarrollando Pero primero vamos a entender cuales son las leyes que rigen este sistema de muros cortina en Revit Al finalizar el tutorial te voy a explicar un TRUCO, que si no lo conoces te va a resultar muy útil, y vamos a aplicar lo que aprendimos acerca del courtain wall para generar las ventanas de la Maison Citrohan que venimos modelando hace dos videos atras. ",https://www.youtube.com/watch?v=CfA2Im-bcRE&ab_channel=arqMANES,31:07
844,Dibujo técnico,7-May-20,YOUTUBE,Calidad Espesor Grosor Valoraciones de LINEA en dibujo ARQUITECTURA cualquier Escala 1 50 100 200,"Hoy te voy a enseñar como crear tu propio criterio de valoración de espesores de linea aplicándolo en una planta un corte y una vista y lo vamos a llevar a las escalas mas utilizadas, uses el software que uses. Esto vale para todos los software… yo te lo voy a mostrar en Autocad, pero el problema de los espesores es universal… atañe a todos los software, Archicad, Revit, Autocad, Illustrator… todo aquel software vectorial que uses para la representación arquitectónica. El dibujo es un lenguaje que tiene sus propios códigos, sobre todo el dibujo técnico del que estamos hablando… tiende a ser austero y monocromático por su caracter de técnico… Pero hablemos primero de las regulaciones acerca de los espesores de lineas… lo que está escrito al respecto... Hay miles de normas de dibujo técnico, que fueron escritas vaya a saber por quien, y se han aceptado dentro de la comunidad profesional y mucha gente las sigue al pie de la letra. En nuestro país lo mas cercano son las normas IRAM de dibujo técnico, que la verdad que dicen bastante poco del dibujo de arquitectura y están un poquito desactualizadas… la ultima actualizacion es del año 1983, todavia se dibujaba con tinta china… En fin… Hay que entender que hay tantas normas como personas en el planeta… Los paises mas desarrollados tienen standares de representación, y como todos los siguen, se entienden mejor entre ellos, y tal vez por eso entre otras cosas sean primer mundo… Nosotros en Latinoamerica no tenemos… o si tenemos no los conocemos… o si los conocemos no les damos bola y hacemos lo que se nos canta… Por eso es que vas a las Facu y un docente te dice que dibujes de una forma, otro de otra y así te van minando tu confianza en vos mismo y ya no sabes como dibujar… De todas formas no desesperes, porque hay ciertas bases que no cambian… que son comunes a todos los “dialectos” de dibujo técnico que hay. y hoy te voy a hablar de eso precisamente. Te voy a mostrar una forma de entender los espesores en el dibujo técnico y unos conceptos muy fáciles de adquirir que van a hacer que puedas confiar en tu propio criterio y que la comunicación de tus dibujos técnicos de arquitectura sea exitosa... Como dijimos El dibujo técnico es un lenguaje. El lenguaje es un sistema de comunicación, formado por signos, y en nuestro caso estos signos son basicamente las lineas… (con algunos agregados que iremos nombrando en próximos videos)",https://www.youtube.com/watch?v=h3x4DP2V-jU&t=3s&ab_channel=arqMANES,35:02
845,Dibujo técnico,15-May-20,YOUTUBE,CUALES son los ERRORES mas frecuentes en ENTREGAS de ARQUITECTURA? | Dibujo cotas hatch texto planos,"Hoy te voy a contar lo que pasa del otro lado, lo que pasa cuando ustedes dejan sus entregas y se van para que nosotros las analicemos, y las evaluemos… 00:00​ Introducción 2:52​ No toda la culpa es de los estudiantes 6:32​ Como reaccionan los profesores a los errores? 8:17​ De que Universidades provienen estos trabajos? 10:28​ Busquemos un efecto que nos salve, hermanos! 11:51​ Yo no se escribir, por eso estudio arquitectura 14:08​ Detalles choriados 15:55​ El acotador serial (adonde está el que hay que acotar?) 17:06​ Mirá todo lo que pensé para este proyecto 18:50​ Vos dibujalo grande nomás! 20:20​ Mamá! mirá los bloques que me regalaron! 21:32​ Ay, que espanto tus letras man! son re-aburridas! 23:12​ Vos asegurate que se lea! 25:35​ El mundo es en colores, chicos! 27:14​ El negro del hatch 29:10​ Qué onda el numerito éste? 30:56​ Ay, mirá que lindo este bloque! Parece real! 33:23​ Escaque? 35:17​ Ay, sabes que? Acá no hacemos diferencia, somos todos iguales! 37:58​ Eso que está al lado de la molécula de oxígeno, es una palabra? 39:56​ Consejos finales 40:56​ Se vienen cambios en el canal 42:09​ Sorteo Hoy te voy a contar cuales son los típicos errores que cometen los estudiantes de arquitectura, te voy a mostrar cuales son los detalles que hacen que tu trabajo no luzca bien a primera vista… te voy a mostrar cuales son esos defectos que distraen negativamente la atención de quien mira el contenido de tu lámina y lo predispone a verla con otros ojos…",https://www.youtube.com/watch?v=DORWFZB0i9U&ab_channel=arqMANES,43:35
846,Dibujo técnico,20-May-20,YOUTUBE,Como dibujar escalera en planta | arquitectura (autocad revit ),"Tenes problemas para representar las escaleras en planta en tus proyectos?. No sabes cuando cortarlas y cuando no. No sabes donde va la flechita y donde no. No tenes idea de que elementos van en proyección y que no. No sabes donde poner la linea esa inclinada que parece una viborita, y te lo explican 20 veces en la facultad y no lo entendes! Hoy lo vas a entender si o si!!! Se viene un proyecto de Wilson! Hoy te lo voy a explicar gráficamente como nunca te lo explicaron, con los 4 tipos de escaleras mas usados, en las distintas plantas arquitectonicas...primera planta, planta intermedia y última planta, y además te voy a mostrar lo que todos los estudiantes quieren saber...cual es la información que lleva una escalera en cada escala diferente, tanto gráfica como numérica. Y si usas Revit o Archicad en la facultad, quedate tambien que te voy a mostrar que es lo que estas haciendo mal y tal vez no lo sepas... Para el cálculo y dibujo 3D de una escalera ya hice un video, hace unos meses, en donde te enseñaba a modelar en 3D de una forma muy sencilla cualquier tipo de escalera de tramos rectos sin compensar. Si ya viste mi video de como generar las escaleras en 3D, ahora toca documentarlas en 2D. Y no es tan sencillo como cortar todo a 1.20 de altura y listo… las escaleras y las rampas son planos inclinados, y eso hace que merezcan especial atención… Ademas tienen ciertas normas de diseño, normas de representación específicas dentro de la arquitectura y normas de designación según la escala en la que se esté dibujando. Para que lo entiendas mejor te lo voy a empezar a explicar con la escalera mas sencilla, la escalera de un solo tramo, y despues vamos a transferir lo aprendido a todos los otros tipos de escalera.",https://www.youtube.com/watch?v=niEXo-lh5E4&ab_channel=arqMANES,33:12
847,SetchUp  Revit,26-May-20,YOUTUBE,Como hacer TOPOGRAFIA 3D terreno y CURVAS de NIVEL | Sketchup Revit Google Earth Cad Global Mapper,"Hoy te voy a mostrar cuales son las alternativas que tienen los estudiantes para sus topografías. Vamos hacer nuestra topografía 3D y comparar los resultados de estos modelos 3D con las alternativas mas populares y gratuitas que hay en el mercado. Ademas te voy a mostrar como hacer cuando esas alternativas gratuitas no son suficientes y necesitamos crear nuestros propios terrenos desde 0. Obviamente te voy a enseñar a hacer las curvas de nivel de cualquier topografía y también te voy a mostrar como generar topografías a partir de curvas de nivel, y si todo esto no te alcanza, te voy a dar un consejo como profesor acerca de la relevancia que le tenes que dar a tus topografías mientras estés en la universidad estudiando arquitectura.  Este video comenzó con una pregunta de una alumna de sexto ciclo en Perú, que está en nuestro grupo de facebook. en donde pedía ayuda para crear la topografía 3D del area en donde tenía que hacer su proyecto. Su posteo recibió ayuda de muchísimos de los miembros del grupo, y yo me comprometí a hacer un video para evacuar todas las dudas que suelen tener los estudiantes de arquitectura respecto a las topografías en 3D. Finalmente me contó que un profesor les proveyó la topografía en 3D así que no tuvo que hacerla, Pero que pasa cuando tus profes no son tan generosos o dedicados…?

La cuestión de la topografía para los estudiantes de arquitectura es un problema… Porque requiere si o si de información topográfica en 3D, y esa información es cara…
Muchas veces lo que se consigue son levantamientos topográficos de hace 50 años atrás, y nadie se molesta en digitalizarlos… menos los estudiantes… que no tienen tiempo y se pasan todo el día buscando el botón que hay que apretar para que el terreno haga plop! y aparezca en nuestro software para poner sus proyectos encima… Si yo fuera estudiante y me encuentro con un plano con curvas de nivel, yo las aprovecho sin dudarlo… porque se que no voy a encontrar información mas precisa que esa… y como vamos a ver enseguida el tema de la precisión en levantamientos topográficos es un problema... Pero los estudiantes no saben acerca de esto, así que descartan esa información que encontraron con curvas de nivel, y se van corriendo al Google Earth
Lo que hay que entender es que la precisión mas alta que tienen estos sistemas es muy baja 30 metros es el margen de error mínimo… No está pensado para agrimensura de ninguna manera… Mismo Google Earth, aclara que su margen de error es de 30 metros y salta a la vista
Entonces… que opciones hay…?",https://www.youtube.com/watch?v=E0EPEn28w4g&t=2224s&ab_channel=arqMANES,42:01
